aid,name
13167,MATTINGLY STANGER MALUR
13168,MARTIN R WOJCIK
13169,FRANK LIEBERAN
13170,LEYENDECKER AND LEMIRE LLC
13171,WAYNE KANEK
13172,MIRICK OCONNELL DEMALLI LOUGEE LLP
13173,TAYLOR AND AUST PC
13174,J CARL COOPER
13175,GEORGE T NOE
13176,RICHARD KOSKE
13177,JAMES H WALTERS
13178,STUART M MAYER ESQ
13179,INTELLECTUAL PROPERTY LAW OFFICE
13180,EDGAR H HAUG
13181,OBLON SPIVAK MCCLELLAND MAIER NEUSTADE PC
13182,R TODD MORGAN PLLC
13183,KACINSKY LLC
13184,DIRK BEINKMAN
13185,MARGER JOHNSON MCCOLL
13186,BENJAMIN D DRISCOLL
13187,TIMOTHY M SCHACBORLE
13188,MOSS PATTERSON SHERIDAN LLP
13189,ARTHUR I NAVARRO ESQ
13190,MAGINOT MOORE BOWMAN LLP
13191,GEORGE J OEHLIN
13192,ROGER BORLEIGH
13193,CATHERINE ASHLEY STRAIGHT
13194,JACKSON CO LLP
13195,FRANK J KOZAIC
13196,BROWN RUDNICK BERLACK ISRAELS
13197,JONATHAN T KAPLAN
13198,BRIAN T SATTIAHN
13199,THOMAS E HOLSTEN
13200,DAVID R MARSH
13201,GOWLING LAFLEUR HENDERSON LL
13202,GAIL H ZARICK
13203,LLOYD E DAKIN
13204,BRYAN W BUTLER
13205,SHAHPAR SHAHPAR SNELL WILMER LLP
13206,THOMAS KAYDEN HR HORSTEMEYER RISLEY
13207,ADAM EVANS PA
13208,EUGENE S STEPHENS ASSOCIATES
13209,JACK L ONEY
13210,HEATHER M EMERSON
13211,ROBERT W BEKCER
13212,OWENS MCQUADE PLLC
13213,THOMAS M OWENS ESQ
13214,SCOTT J RITTMA
13215,JAMES A OLIFF
13216,LEO H MCCORMICK II
13217,EDWARD S SHERMAN
13218,ROBERT M PATINO
13219,JONESTULLARCOOPER PC
13220,LANIER FORD SHAVER PAYN
13221,ANGELA HOLT
13222,JAMES F RIEK
13223,JEFFREY FUER
13224,JENNIFER MEREDITH
13225,GEORGE S HAIGHT IV
13226,SHEEHAN PHINNEY BASS GREEN PA
13227,LEMOINE ASSOCIATES LLP
13228,TYSON J WILDE
13229,TRASKBRITTPC
13230,LEE H MCCORMICK JR
13231,ANNELIESE M SIEFERT
13232,VERRILL DANA LLP
13233,CHRIS A CASEIRO
13234,PATRICK BENGTSSON
13235,WATTS HOFFMANN CO LP
13236,KIMBERLY A MCMANUS
13237,LUCAS MERCANTI
13238,FULWIDER PATTON LLP
13239,W BRADLEY HAYMOND
13240,KING PARTNERS PLC
13241,DONALD N MACINTOSH
13242,CASMIR KICZEK
13243,KEVIN MACKENZIE
13244,W WARREN TATAVULL
13245,BORQUE ASSOC
13246,GREENBURG TRAURIG LLP
13247,ROUZBEH TABADDOR
13248,MARSHALL E ROSENBERG
13249,P N DUNLAP ESQ
13250,KIRK MILES ESQ
13251,WEBB LAW FIRM
13252,ANTON P NESS
13253,RICHARD R BATT ESQ
13254,DICKESTEIN SHAPIRO MORIN OSHINSKY LLP
13255,HUTCHINSON AND MASON
13256,HAMMER ASHBURG HANF PC
13257,THOMAS W RYAN
13258,CHERYL J BRICKEY
13259,P N DUNLAP
13260,KULANI FISHER
13261,MILLEN WHITE ZELANO BRANINGAN PC
13262,THORPE NORTH AND WESTERN LLP
13263,HONG J XU
13264,FISH RICHARDSON PCPA
13265,TERA M ROSNELL
13266,JOEL B SILVER
13267,JAMES AUSTIN
13268,JOEL B GERMAN
13269,LEE K TAN
13270,DAVID E JOHNSON ESQ
13271,THOMAS KOWALSKI
13272,EDWARDS LIFESCIENCES CORP
13273,JAN K SIMPSON
13274,MICHAEL C GEISE
13275,JAMES L YOUNG
13276,GOMEZ INTERNATIONAL PATENT OFFICE LLC
13277,LORRAINE R SHERMAN
13278,DAVID E LAROSE
13279,STEPHEN SEIDMAN
13280,THEODORE J LEITEREG
13281,JEFFREY L COSELLIA
13282,CHRISTOPHER M SPLETZER SR
13283,W MARK BIELAWSKI
13284,DAVID J OLDENKAMP
13285,WOMBLE CARLYLE SANDRICE RICE PLLC
13286,JAMES SHER
13287,MACHARRI VORNDRANJONES
13288,NOVARTIS
13289,SUSAN S JACKSON
13290,JEREMY P WELCH
13291,MICHAEL CROMWELL
13292,JAMES E NESBITT
13293,LEANNE C PRICE
13294,FIBROGEN INC
13295,JOHN D CONWAY
13296,ANNE V DOUGHERTY ESQ
13297,TAREK N FAHMI
13298,MAYER WILLIAMS PC
13299,MARSTELLAR ASSOCIATES PC
13300,CHARLES M MARMELSTEIN
13301,SMITH GAMBRELL RU
13302,WALL MARJAMA BILINSKI
13303,THOMAS E JURGENSON
13304,JEFFREY E LANDES
13305,PAUL LERNER ESQ
13306,MICHAEL RIES ASSOCIATES
13307,MICHAEL RIES
13308,RANDY L CANIS
13309,FULBRIGHT JAWROSKI LLP
13310,RALPH LOREN
13311,PILLLSBURY WINTHROP SHAW PITTMAN
13312,RADER FISHMAN GRAUNER PLLC
13313,RATNERPRESTIA LLP
13314,LAW OFFICES OF CHARLES W PETERSON JR
13315,MORISON FOERSTER LLP
13316,J MATTHEW Z GMANT
13317,TRASK BRITT
13318,LEYENDECKER LEMIRE LLC
13319,MICHAEL B JOHANNESEN
13320,RADER FISHMAN GRAUER LLP
13321,ARLENE P NEAL
13322,ICORIA INC
13323,ELEANOR M MUSICK
13324,MARK C MCCABE ESQ
13325,R M MCDERMOTT ESQ
13326,DAVID A TESTARDI
13327,JENIFER E HAECKL
13328,EXXONMOBILURC LAW DEPT
13329,GERALD R WOODS ESQ
13330,JOSEPH T CYGAN
13331,DAVIDSON BERQUIST
13332,JACKSON GOWDEY LLP
13333,CHADBOURNE PARKS LLP
13334,NAWROCKI ROONEY SIVERTSON P A
13335,DICKSTEIN SHAPIRO MORIN OSHINKY LLP
13336,CHAMBLISS BAHNET STOPHEL
13337,ESTHER E KLEIN
13338,KELLY KORDZIK
13339,MARTIN MCKINLEY ESQ
13340,GERALD M WOODS ESQ
13341,SCOTT THOMAS
13342,E ALAN CAVIS
13343,STOCKWELL AND ASSOCIATES
13344,STEVEN P SCHAD
13345,F RHETT BROCKINGTON
13346,VIDASARRETT STEINKRAUS
13347,WILMER CUTLER PICKERING HALE DORR LLP
13348,VINCENT J ALLEN ESQ
13349,COLIN P CAHOON ESQ
13350,KENNETH L BOUSFIELD
13351,ALTERMAN HALL MCCOY RUSSELL TUTTLE LLP
13352,POLSTER LIEDER
13353,LAW OFFICES OF KENNETH F DUSYN
13354,KENNETH F DUSYN
13355,WILLIAM J TUCKER ESQ
13356,RENNEROTTOBOISSELLE SKLAR LLP
13357,JAMES P HANRATH
13358,SD3 LLC
13359,REISING ETHINGTON BARNES KISSELLE E LEARMAN PC
13360,HENRY J DALEY
13361,DAUPHIN LAW OFFICES
13362,BRIAN C DAUPHIN
13363,R GALE RHODES
13364,DAVID RAYMOND
13365,MICHAEL C CESARANO
13366,DRINKLER BIDDLE REATH LLP
13367,DUTRO E CAMPBELL II
13368,ANWU WANG
13369,SCOTT RITTMAN ESQ
13370,ABLEMAN FRAYNE SCHWAB
13371,RICHARD W BOZK
13372,ADAM A BENNETT
13373,PETER R HAMMOND
13374,EUGENIO J TORRES
13375,FRANCIS C HAND ESQ
13376,HARRY A HILD JR
13377,KAREN BORRELLI
13378,DENNIS JM DONAHUE III
13379,MILLER CANFIELD PADDOCK AND STONE
13380,ROBERT K ROTH
13381,IRVING KESCHWER
13382,LAMBERT ASSOCIATES
13383,GARY E LAMBERT
13384,SOFERHAROUNLLP
13385,RON DAVIDGE
13386,ANN V DOUGHERTY ESQ
13387,ANTHONY J CASSELLA
13388,THE LAW OFFICES OF ROBERT T BRAUN
13389,ROBERT T BRAUN
13390,CLAY E GAETJE
13391,JAMES KUAN
13392,PATENTS AND LICENSING LLC
13393,DANIEL W JUFFERNBRUCH
13394,PLSTER LIEDER WOODRUFF LUCCHESI
13395,PAUL CLARK
13396,THOMAS J MIELKE
13397,PAULA KELLY
13398,ROBERT BARRETT
13399,TOWNSEND AND TOWNSEND
13400,SCHWEGMAN LUNDBURG WOESSNER KLUTH PA
13401,MICHAEL P ARONSON
13402,NEILDS LEMACK
13403,MONIKA J HUSSELL
13404,DALE L CARLSON
13405,MATHEWS SHEPERD MCKAY BRUNEAU PA
13406,LESLIE HENRY
13407,GERALD SUH
13408,WERNER ARENFELD LLP
13409,JANICE B WHITLOW
13410,JOHN K KARASEK
13411,THE LAW OFFICES OF JONATHAN ALAN QUINE
13412,RICHARD G GERVASE ESQ
13413,STITES HARBISON
13414,REINHART BOERNER VANDEUREN
13415,ELIZABETH QUIRK
13416,JOEL J HAYASHIDA
13417,VIKSNINS HARRIS PODYS PLLP
13418,MATTHEW J PUGMIRE
13419,JING Q SUN
13420,T DEAN SIMONS
13421,DANIEL J HUDAK
13422,BRYN R LORENTZ
13423,MARK H KRIETZMAN ESQ
13424,MYERS BIGEL SBILEY SAJOVEC PA
13425,SUMMA ALLAN ADDITON PA
13426,DALY CROWLEY MOFFORD DURKEELLP
13427,TIM MARKISON
13428,KERMIT O LOPEZ
13429,PETER J OSREDKAR
13430,MOETTELI ASSOC
13431,THELEN REIL PRIEST LLP
13432,TAKEUCHIKUBOTERALLP
13433,FRISHAUF HOLTZ GOODMAN CHICK P C
13434,GIBB IP LAW FIRMLLC
13435,MICHAEL P FORTKORT
13436,MICHAEL P FORTKORT PC
13437,SCHULTE ROTH ZABE
13438,CHAREENE A HALEY
13439,PATTON BOOGE LLP
13440,JOSEPH R PALMIERL ESQ
13441,FULLBRIGHT JAWORSKI LLP
13442,MARK A LAUER
13443,PETER MARTINEZ
13444,STEVE MOORE
13445,DENNIS HASZKO
13446,MINTZ LEVIN COHN FERRIS GLOVSKY POPEO
13447,ALLEN S LINEBERRY
13448,BOURQUE ASSOCITES
13449,KRIS F FREDRICK
13450,BUTLER SNOW OMARA STEVENS CANNADA PPLC
13451,FENSTER P CO
13452,PAUL E KNOWLTON ESQ
13453,CYNTHIA R PARKS ESQ
13454,PARKS KNOWLTON LLC
13455,STEPHEN A CALOGERO ESQ
13456,SCULLY SCOTT MURPHY PRESSE
13457,KATHLEEN WILLIAMS
13458,WINTHROW TERRANOVA PLLC
13459,DANIEL H BLISS
13460,LARRRY J HUME
13461,WILLIAMS MULLEN
13462,GREGORY J GORRIE
13463,HICKMAN COLEMAN HUGHES LLP
13464,KEVIN M JORDAN ESQ
13465,MARK RODGERS
13466,LEWIS L NUNNELLY
13467,LAW OFFICE OF DAN SHIFRIN PC
13468,MEYERTONS HOOD KIVLIN KOWERT GETZEL PC
13469,CARLOS MUNOZBUSTAMANTE SAWYER LAW GROUP LLP
13470,BLAKELY SOKOLOFF TAYLOR ZAFMANN LLP
13471,DRIGGS HOGG FRY CO LPA
13472,LEONARD C SUCHTYA
13473,LAW OFFICE OF ANDREI D POPOVICI
13474,KENTA SUZUE HAYNES BEFFEL WOLFELD LLP
13475,BETH MCMAHON
13476,ALLEN H ERICKSON
13477,CARGILL ASSOCIATES
13478,ARTHUR J HANSMANN
13479,GARVEYSMITHNEHRBASS NORTH LLC
13480,R S LOMBARD
13481,JACOBSON JACOBSON
13482,PAUL V KELLER LLC
13483,GREOGORY M ANSEMS
13484,WESTERMANHATTORI DANIELS ADRIAN LLP
13485,FRANK B ARENAS
13486,JOHN B WOODARD
13487,MARK D BYRNE
13488,JOSEPH M KONIECZNY SR
13489,SD3
13490,HAMRE SCHUMANN MUELLER LARONS PC
13491,KNOX PATENTS
13492,THOMAS A KULAGA
13493,GENUS LAW GROUP LLP
13494,LEVINE BAGADE LLP
13495,RUSSEL W WARNOCK
13496,RUSSELL J EGAN
13497,STEVEN J HULQUIST
13498,GREENLEE WINNER SULLIVAN
13499,FRANK S MOLINARD
13500,PETER ZAWLISKI
13501,GREG ROSENBLATT
13502,DEWITT M MORGAN
13503,MICHAEL LAWRENCE GREENBERG ES
13504,GREENBERG LIEBERMAN LLC
13505,FRANK J CAMPIGOT
13506,JOHN J MURPHEY
13507,THOMAS W COOK
13508,ANDREW L KLEWITTER
13509,RALPH E JONES
13510,MCCARTER ENGLISH
13511,ROTHELL FIGG ERNST MANBECK
13512,HOFFMAN WASSO GITLER PC
13513,COOPER DURHAM LLP
13514,MACPHERSON KWOCK
13515,CHEN HEID LLP
13516,SUTHERLAND ASBILL AND BRENNAN LLP
13517,ST ONGE STEWARD JOHNTON REENS LLC
13518,JOSEPH L SPIEGEL
13519,DANIEL D BIESTERVELD
13520,DARRELL F MAQUETTE
13521,GEORGE R REARDON
13522,LUCY ELANDJIAN
13523,DENIS OBRIEN
13524,CHARLER A WILKINSON
13525,JANINE RICKMAN NOVATT
13526,LYNN SCHUMACHER
13527,GALE H THORNE PATENT AGENT
13528,LOUIS L CAPEZZUTO
13529,VIDAD ARRETT STEINKRAUS
13530,RAYMOND HOCH
13531,KENNETH H OHRINER
13532,MICHELLE SAQVET TEMPLE
13533,DIANE L MARSCHANG
13534,YU LU
13535,THOMAS KAWALSKI
13536,OBLON SPIVAKMCCLELLAND MAIER NEUSTADT PC
13537,BELL BOYD LLOYD ET AL
13538,JOHN SANTALONE
13539,MCNEES WALLACE NERICK LLC
13540,CARMEN SANTA MARIA ESQ
13541,KURT EHRESMAN ESQ
13542,NEXSEN PRUET LAW FIRM
13543,DAVID L NARCISCO
13544,PALMER DODGE
13545,COUGAR PATENT LAW
13546,MICHELINE GRAVELLE BERESKIN PARR
13547,RONALD MACIAK
13548,JOHN T MURPHY
13549,NOEMI C ESPINOSA
13550,R W TUNG
13551,KNOBBE MARTENS OLSEN AND BEAR LLP
13552,GIFFORD KRASS GROH SPRINKLE ANDRSON CITKOWSKI PC
13553,ROBERT M DEWITTY
13554,OUTSOURCE PRODUCT MANUFACTURE LLC
13555,B GVEGONG DONNER
13556,KATHLEEN E MARSMAN
13557,BORDEN LADNER GERVALS LLP
13558,EUGENE RZUCIDLO
13559,NAJA JAIN PC
13560,SHAWN A MCCLINTIC
13561,MICHAEL E CARMEN
13562,WILLLIAM A HEIDRICH
13563,DOMINICK G VICARI
13564,LAW OFFICES OF MITCHELL P NOVICK
13565,BENJAMIN APPELBAUM ESQ
13566,BUCHANAN INGERSOL PC
13567,MANUEL QUIOQUE
13568,SHIJJYU GLOBAL IP
13569,VAUGHN J MARQUIS
13570,STEPHEN J WEYER
13571,MARK C COMTOIS
13572,LORIMER LABORATORIES
13573,ERICK A HETER
13574,NICHOLAS J PAULOY
13575,MARGARET C BORGOSIAN
13576,WESTERMAN HATTORI DANIELS LLP
13577,EDELL SHAPIRO FINNMAN LLC
13578,MARGER JOHNSON MCCOLLOM PA
13579,BLACK LOWE AND GRAHAM PLLC
13580,KYLA EPPELE
13581,HARTMAN PATENTS PLLC
13582,SIEMENS SCHWEIZ AG
13583,CHRIS P KANKOL
13584,FULBRIGH JAWORSKI
13585,PARK LAW FIRM
13586,DAVID SIGMOND
13587,WESTMAN CHAMPLIN KELLEY PA
13588,SCULLY SCOTT MURPHY PRESSER PC
13589,NORMAN N SPAIN
13590,ARMSTRONG KRATZ QUINTOS HANSEN BROOKS LLP
13591,PATENT DOMINION LP
13592,FULBRIGHTJAWORSKI LLP
13593,MICHELLE WHITTINGTON
13594,SANDRA BEAUCHESNE ERICSSON CANADA INC
13595,FRIED FRANK HARRIS SHRIVER JACOBSON LLP
13596,BARNES THORNBURGLLP
13597,BRIAN D OWENS
13598,JUBIN DANA
13599,GLENN BOISBRUN
13600,PHILIP R WADSORTH
13601,CHARLES D BRWON
13602,G PETER ALBER JR
13603,ALLEN DYER DOPPELT MILBRADT GILCHRIST PA
13604,BIRCH STEWARTKOLASCH BIRCH LLP
13605,WORKMAN NYDKGGER
13606,FERNANDEZ ASSOCIATES
13607,BIRCHSTEWARTKOLASCH BIRCHLLP
13608,CANON USA INC IP DIV
13609,GARLICKHARRISONMARKISON LLP
13610,WILLIAM M HOOKS
13611,TAYLOR ZAFMAN LLP
13612,MESCHKOW GRESHAM
13613,EDWARD LIFESCIENCES
13614,STEVE BAUER
13615,ANNA NELSON
13616,MICHAEL D RECHTIN
13617,SUITER WEST SWANTZ PC LLC
13618,ROBERT LEV
13619,W JAMES BRADY IIII
13620,LANNY PARKER
13621,WILLIAM STEINBERG ESQ
13622,RAFAELL PEREZPINEIRO
13623,B NOEL KIVLIN
13624,HESLIN ROTHENBERG FARLEY MESITI
13625,NAWROCKI ROONEY SILVERTSON PA
13626,RYDER IP LAW PC
13627,DOUGLAS J RYDER
13628,SHUMAKER SIEFFERT P A
13629,SONNENSCHIEN NATH ROSENTHAL LLP
13630,STEVEN C STEWART REALNETWORKS INC
13631,CURTIS B BECHMANN
13632,PHILIP A PEDIGO
13633,PATENTRY
13634,PETER G H HWANG
13635,THE LAW OFFICE OF DEEPTI PANCHAWAGHJAIN
13636,BEYER WEAVER THOMASLLP
13637,ZAGORIN OBRIEN GRAHAM
13638,JENNIFER MEDIN
13639,STRADLEY KONON STEVENS YOUNG LLP
13640,MATTHEW M ESLAMI
13641,GUNDRUN E HUCKETT
13642,MARK A MANLEY
13643,GEORGE H MORGAN
13644,ANDREW J CORNELIUS
13645,GREENBLUM BERNSTYEIN PLC
13646,GORDON D COPLEIN
13647,WALTER A HACKER
13648,MICHAEL J STRIKE
13649,OSLER HOSKIN HARCOURT LLP
13650,ALLERMAN HALL MCCOY RUSSELL U TUTTLE LL
13651,WOODARD EMHARDT NAUGHTON MORIARTY MCNETT HENRY
13652,GLYDE I COUGHENOUR
13653,GERALD M WALSH
13654,MARK E WIEMELT
13655,NORMAN F HAINER
13656,J WILLIAM STADER
13657,TRASKBITT PC
13658,CRAIG BARBER
13659,KAPLESH KUMAR
13660,WILLIAM WANG
13661,TODD A VAUGHN
13662,WILLIAM J HALLIHAN
13663,EPSTEIN DRANGEL NBAZERMAN JAMES LLP
13664,FREDRIKSON BYRON
13665,BRUCE E LILLING
13666,SEAN LIAM KELLEHER
13667,THERESIA C SANDHU
13668,LAW OFFICE OF THERESIA C SANDHU
13669,NAWROCKI ROONEY SIVERTSTON PA
13670,HAMRE SCHUMMAN MUELLER LARSON PC
13671,MORGAN L FINNEGAN LLP
13672,GIFFORDKRASSGROHSPRINKLEANDERSON CITKOWSKI PC
13673,MARC J FRECHETTE ESQ
13674,RAYMOND Y CHANG
13675,THRESHER ASSOCIATES LLC
13676,ERNEST KETTELSON
13677,THOMAS E FRANTZ
13678,ELLEN M GONZALES
13679,DON FINKELSTEIN
13680,ARENT FOX PLLLC
13681,STEPHEN FACISZEWSKI
13682,DAVID O SIMMONS
13683,KARIN E WILLIAMS ESQ
13684,ROBERT E HESLIN ESQ
13685,ROBERT H EICHENBERGER
13686,JOSEPH A TWAROWSKI
13687,LENA VINITSKAYA
13688,DAVID M KRASNOW
13689,DONALD I POCHOPIEN
13690,JOHN J KARASEL
13691,JOE GRUNKEMEYER
13692,MARCELLA BODNER
13693,SLOUT UXA BUYAN MULLINS LLP
13694,HAYNES BOONE L L P
13695,SCOTT A SMITH
13696,WILLIAM J DANIEL
13697,AMY E MANDRAGOURAS
13698,CRISTIN E HOWLEY
13699,MEKALARADHA MASILAMANI
13700,DONNA BOBROWICZ
13701,VIDAS ARRTT STEINKRAUS PA
13702,CYNTHIA S KOVACEV
13703,DANN DORFMAN HERR SKILLMAN PC
13704,SCOTT BORTNER
13705,JACK TRIBBLE
13706,SUZANNE A SPRINGER
13707,SUSAN E LINGENFELTER
13708,WENDY L DAVIS
13709,PHILLIPS MCFALL MCCAFFREY MCVAY MURRAH PC
13710,MARK H HOPKINS
13711,BALARAM GRUPTA
13712,RICHARD EL HENDERSON REG NO 31619
13713,LORETTA J SAUERMELCH
13714,LAHIVE COCKFIED LLP
13715,WENDY A CHOI
13716,LISA JONES
13717,DAVID M GANGE
13718,JOSEPH SUHADOLNIK
13719,JAYADEEP R DESBMUKH ESQ
13720,CHARLES P BOUKUS JR
13721,CANON USA INC IP DEPT
13722,CHARLES M COX
13723,RUSSELL O PRIMEAUX
13724,FRISHAUF HOLTZ GOOMAN CHICK PC
13725,HC PARK ASSOCIATES PLC
13726,DENNIS A CRAWFORD
13727,DICKERSTEIN SHAPIRO MORIN OSHINSKY LLP
13728,THOMSPON COBURN LLP
13729,JOHN T KALNAY
13730,IRA ZEBRAK
13731,MICHELLE LAVAQUE
13732,JONATHAN HALLMAN MACPHERSON KWOK CHEN HEID
13733,KEATING BENNETT LTD
13734,STEVE P SKABERT
13735,CRAIN CATON JAMES PC
13736,MARTINE PENILLA AND GENCARELLA LLP
13737,BUSKOP LAW GROUP
13738,JEFFER MANGELS BUTLER MARMARO
13739,PETER HERNANDEZ
13740,GIFFORD KRASS
13741,BLAKELY SOKOLOFF TAYLOR ZAFAMN LL
13742,GREOGRY R MUIR
13743,MAREK ALBOSZTA
13744,FCHAU ASSOCIATESLLC
13745,HARNESS DICKEY PIERCEPLC
13746,JOSEPH GLORDANO
13747,JOHN WALL ESQ
13748,BERKELEY LAW TECHNOLOGY GROUP
13749,A Z PATENT LAW FIRM
13750,SCHULLY SCOTT MURPHY PRESSER
13751,RONALD H KURDYLE
13752,ROBERT D ANDERSON
13753,LEONARD C SUCHVTA ESQ
13754,FLARQUIST SPARKMAN LLP
13755,FRANK CHAU ASSOCIATES LLP
13756,BRENDA POMERANCE
13757,FLASTERGREENBERG PC
13758,RP MORRISOSKANIAN
13759,COATS AND BENNETT PLLC
13760,JOHN J MCARDLE
13761,JERALD J GNUSCHKE
13762,STAN N PROTIGAL
13763,WOODS FULLER SCHULTZ SMITH PC
13764,HOPE SHIMABUKU
13765,CARLOS MUNEZBUSTAMANTE
13766,JAMES D WRIGHT
13767,KUNI OH
13768,WOLFF GREENFIELD SACKS PC
13769,KRIS T FREDERICK
13770,PATRICK K PATHODE
13771,PETER S CANELIAS
13772,JOHN GUNTHER
13773,KRISH GUPTA
13774,ARMSTRONG TASDALE LLP
13775,ANDREW BODENDORF
13776,SEAN M FITZGERALD
13777,DAVID AKER ESQ
13778,MICHAEL C MARTENSEN
13779,RICHARD KOTULAK
13780,JASON T EVANS ESQ
13781,JAMES F KVRKOWSKI
13782,BROWN RAYSMAN
13783,RICHARD HENKLER ESQ
13784,GARLICK HARISON MARKISON LLP
13785,BLACKWELL SANDERS PEPER MARTIN
13786,ALISON D MORTINGER ESQ
13787,PARKVAUGHAN FLEMING LLP
13788,KENNETH L SHERMAN
13789,GARY C HONEYCUTT
13790,KWADJO ADUSEIPOKU
13791,WOODS FULLER SHULTZ SMITHPC
13792,C BRANDON BROWNING
13793,SIROTE PERMUTT PC
13794,FROMMER LAWRENCE HAUS LLP
13795,THOMAS E HAGAR
13796,GREGORY T KAVOUNAS
13797,LUEDEKA NEELY AND GRAHAM PC
13798,DONALD R SCHOONER
13799,FRANK E MARINO
13800,THOMAS J CARVIS
13801,RONALD R KILPONEN
13802,SHINJYU GLOBAL COUNSELORS LLP
13803,POSZ LAW GROUP LLC
13804,PROTECHTOR INTL SERVICE
13805,MCCARTHY TERAULT LLP
13806,ROBERTS ABOKHAIR MADULA LLC
13807,PHILIPS MCFALL MCCAFFREY MCVAY MURRAH PC
13808,BRANT C COOK
13809,MICHAEL J DONAHUE
13810,POTTER ANDERSON CORROON LLP
13811,THOMAS E DONAHUE
13812,KEELING PATENTS TRADEMARKS
13813,HANARE SCHUMANN MUELLER LARSON PC
13814,BANNER WITOFF LTD
13815,WIGGINS AND DANA LLP
13816,INTELLE TECH PLLC
13817,KATHARINE I MATTHEWS
13818,WILLAIM L CHAPIN
13819,DUCKSTEIN SHAPIRO MORIN OSHINSKY LLP
13820,FREDRIKSON BRYON PA
13821,WOODHERRON EVANS
13822,MI LLC
13823,QUINE INTELLECTUAL PERPERTY LAW GROUP PC
13824,BROWN MICHAELS PC EUGENE S STEPHENS ASSOCIATES
13825,CARSTENS CHOON LLP
13826,VANOPHEM VANOPEM PC
13827,ROGERS A FIELDS
13828,BEESON SKINNER BEVERLY LLP
13829,ZACHARY T WOBENSMITH III
13830,JOHN F WAGNER
13831,LUIS MIQUEL ACOSTA
13832,AJAY K GAMBHIR
13833,EDWARD O MURPHY
13834,ROBERT A PAIAK
13835,DAVID P SCHNEIDER
13836,GRAYBEALJACKSONHALEY LLP
13837,OSTROLENK FABER GARB SOFFEN LLP
13838,RICHARD T BLACK
13839,JEFFREY R RAMBERG ESQ
13840,STEPHEN C BEURELE
13841,JOHN T RAFFLE ESQ
13842,TAROLLI SUNDHEIM COVELL TUMMINO
13843,FLEIT KAIN GIBBONS GUTTMAN BONGINI BIANCO
13844,HEIDI A ERLACHER
13845,JOHN E HALAMKA
13846,FINNEGAN HENDERSON FARABOW GARRETT DUNNERL LLP
13847,DB TECHNICAL CONSULTING
13848,DONALD BOLLELLA
13849,MILLIPORE CORPORATION
13850,SHERMAN ASSOCIATES
13851,KAREN L KIMBLE
13852,JIIK LAW
13853,JOSEPH HYUSUK KIM
13854,KATHLEEN A TYRRELL
13855,ARCHER GREINER PC
13856,MICHAEL J ATKINS
13857,CHEREE H JOHNSON
13858,GOMEZ INTERNATIONAL PATENT OFFICE
13859,FORTKORT HOUSTON PC
13860,REID S WILLIS
13861,LAURENCE A GRENBERG
13862,RANKIN HILL PORTER CLARK LLO
13863,TIMOTHY J GAW
13864,MENTZ LEVIN
13865,NASHAND TITUS LLC
13866,JENNIFER R BENG
13867,THOMAS KAYDEN HORSTEMEYER AND RISLEY LLP
13868,PATRICIA S ROOHATRAMALONI
13869,M SUSAN SPIERING
13870,DAVID RAMOND
13871,BEUSSE BROWNLEE WOLTER
13872,MORA MAIRE
13873,SINSSHEIMER SCHIEBELHUT BAGGETT
13874,AUZVILLE JACKSON JR
13875,JULIO M LOZA
13876,HOLINGSWORTH FUNK LLC
13877,LEYGIG VOIT MAYER LTD
13878,TOLER LARSON ABLE LLP
13879,GEORGE L RIDGEOUT
13880,ERIC FROEHLICH
13881,DAVID G HEROLD
13882,GERALD P JOYCE III
13883,LISA R JORGENSON
13884,POSZ LAW GROUP PLLC
13885,STEVEN J ROCCI
13886,KING SPALDING LLF
13887,ANDREA L HAYS
13888,JOEL F LUTZKER
13889,PAUL A MALTSEFT
13890,MOSERPATTERSONSHERIDANLLP
13891,OLIFF BERRIGE PLC
13892,F CHAU ASSOCIATES LTD
13893,SCOTT L LUNDBERG
13894,DERGOSITS NOAH
13895,RENNER OTTO BOISSELLE AND SKLAR LLP
13896,LAWRENCE H MEIER
13897,THOMAS G FERENCE
13898,CARLOS MUNOZ BUSTAMANTE
13899,MORRSION FOERSTER LLP
13900,MCDERMOTT WILL EMERLY LLP
13901,PLETRAGALLO BOSICK GORDON
13902,LAW OFFICE OF CHARLES W BETHARDS LLP
13903,GEORGE OEHLING
13904,STEVEN MAY
13905,SONNENNSCHEIN NATH ROSENTHAL LLP
13906,PROCOPIO CORY HARGREAVE SAVITCH LLP
13907,CHIEN CHOU
13908,KAVITA B LEPPING
13909,GERHARD W THIELMAN ESQ
13910,CHRISTOPHER L MACKAY
13911,WATSON IP GROUP
13912,SNELL WITMER LLP
13913,DALYCROWLEYMOFFORD DURKEELLP
13914,JAMES WADE BRADY III
13915,WESTMANCHAMPLIN KELLY PA
13916,BRUCE W GREERHAUS
13917,ANDREA MAYS
13918,EDELLSHAPIROFINNANLLC
13919,ROBERT M BAUER ESQ
13920,IPPARTNERSHIP
13921,JANSSON SHUPE MUNIGER ANTARAMIAN LTD
13922,CHINH H PHAM
13923,YOSHIHITO IIZUKA
13924,GRACE L OBRIEN
13925,RANDI L KARPININ
13926,CAROTHERS AND CAROTHERS
13927,GRANT W C TISDALL
13928,SCHMEISER OLSEN WITTS
13929,AMI P SHAH
13930,LES PAYNE
13931,CRAIG E SHINNERS
