aid,name
27694,BRIAN E SHAW ESQ
27695,JOHN S PRATT ESQ
27696,KRISTIN M CRALL ESQ
27697,INVITROGEN
27698,ERICA R CARLSON
27699,SHANE M POPP J D LLM
27700,SINEN CHEN
27701,MICHAEL N RUSSELL
27702,GERALD T HUGHES
27703,DANIEL A MONACO LLP
27704,STUART P SUSKIND
27705,DONNA R FUGIT
27706,STEVEN M PARKS
27707,OONA JACKSON
27708,STEPHEN R JENKINS
27709,WEAVER AUSTIN VILLENEUV SAMPSON LLP
27710,DENNIS A BENNETTT
27711,P E PURWIN
27712,DONNA P SACHY
27713,LEON RADOMSKY
27714,KRATZ QUINTOS HANSON
27715,HAI HEN
27716,GRAYBEAL JACKSON LLP
27717,MICAHEL M MCGAW
27718,SCOTT TOBIAS
27719,INFINEON TECHNOLOGIES PATENT DEPARTMENT
27720,KIRKTON MCCONKIE
27721,MICHAEL BEST FRIEDRIC LLP
27722,RUSSELL KRAJEC
27723,IC WADDEY JR
27724,MENNER OTTO BOISSELLE SKLAR LLP
27725,JEFFREY S LA BAW
27726,KATHARYN E OWEN
27727,HOLMES ANDERSON
27728,ANTHONY T MOOSEY
27729,HEMINGWAY HANSEN
27730,LAW OFFICE OF GERALD MALISZEWSK
27731,BRIAN VERMINSKI ESQ
27732,HAMILTON BROOK SMIH REYNOLDS PC
27733,ROSS M CAROTHERS
27734,URSALA B DAY
27735,LARSON NEWMAN ABEL POLANSKY LLP
27736,MARSHALL GERESTEIN BORUN LLP
27737,INTELLECTUAL PROPERTY LAW OFFICES OF THOMAS C CHUANG
27738,ERICKSON KERNELL DERRUSSEAU KLEYPAS LLC
27739,GIENNI DESANBIS
27740,CHRISTINE M HANSEN
27741,JAMES M STOUER
27742,ELMER GOSHON
27743,OMKAR SURYSDEVARA
27744,CONSTELLATION LAW GROUP PLLC
27745,OLIFF BERRIDGE LLC
27746,CHUIKIU TERESA WONG
27747,THE DANAMRAJ LAW GROUP PC
27748,DUFT BORNSEN FISHMAR LLP
27749,SILICON VALLEY PATENT PATENT GROUP LLP
27750,STEPHEN BALL
27751,MARK C BACH
27752,DAVE HOFMAN
27753,JEFF JIANG
27754,STUART B CHINN ESQ
27755,MATTHEW JELLETT
27756,GIFFORD KRUSS SPRINKLE ANDERSON CITKOWSKI PC
27757,DAVIDSON DAVIDSON KAPPAL LLC
27758,MICHAEL ARONOFF
27759,DARLA FONSCA
27760,RYAN D BENSON
27761,RUSSELL TARLETON
27762,LAWRENCE CHAN
27763,MICHAEL W SMITH
27764,SANDRA K NOVAK
27765,SANDRA K NEWAK
27766,JELLETT LAW GROUP PS
27767,LARRY R MEENAN ESQ
27768,MCDONNELL BOEHNNEN HULBERT BERGHOFF LLP
27769,NEIL Y GILBERT
27770,WENDROTH LIND PONACK LLP
27771,DAVID BOUNDY
27772,ADESH BHARGAVA
27773,REINHART BOERNER VAN BEUREN PC
27774,STEEL RIVES LLP
27775,NOAM R POLLACK
27776,JOHN STOLPA
27777,MATTHEW E HIUSCH
27778,KEVIN STEIN ESQ
27779,LISA J URICH
27780,CITADEL PATENT LAW
27781,J A CLAYPOOL
27782,RONALD T SIA
27783,YURIY P STERCHO
27784,STEPHEN TIMMINS
27785,JOYCE MORRISON
27786,KENTON ABEL
27787,JAMES H VELEMA
27788,MARYELLLEN M DEVLIN
27789,RAM W SABNIS
27790,TIMOTHY X GIBSON ESQ
27791,GIBSON DERNIER LLP
27792,WHTYE HIRSCHBOECK DUDEK SC
27793,MICHAEL A MINTER ESQ
27794,ROBERT W STROZIER PLLC
27795,JOHN TOLOMEI
27796,GREGORY KOERNER
27797,LAW OFFICE SC HARRIS INC
27798,REZA TAHERIAN
27799,KENTON KENYON LLP
27800,MARGER JOHSON MCCOLLOM PC
27801,PATENT DEPARTMENT INFINEON TECHNOLOGIES
27802,SOROKER AGMON ADVOCATES PATENT ATTORNEYS
27803,DONALD B PACHBURG
27804,AMERICAN PIONEER VENTURES
27805,ROCHE DIAGNSOTICS OPERATIONS INC
27806,ELMER A KLAUETTER
27807,ALEXEY V SAPRIGIN
27808,LEE HONG DEGERMAN KANG WALMEY
27809,HUSCH BLACKWELL SADERS WELSH KATZ
27810,RAYMOND BOGUCKI
27811,CHRIS TANNER ESQ
27812,KAPLAN GILMAN PERGAMENT LLP
27813,JOHN VELDHUISKROEZE
27814,BLANK ROSE LLP
27815,ADVANTEDGE LAW GROUP
27816,WOOD HERON EVANS
27817,JEANINE RAYYARIOTTS ESQ
27818,BRUSE E STUCKMAN
27819,HOWARD H SHEERIN
27820,FITZPATIRCK CELLA HARPER SCINTO
27821,PHUONG QUAN HOANG
27822,SONY SPIVAK MCCLELLAND MAIER NEUSTADT PC
27823,MICHAEL A KONDZELLA
27824,CHRISTINA W GEARLOF
27825,STANDLY LAW GROUP LLP
27826,PAUL DONOVAN
27827,BOCKHOP ASSOC LLC
27828,WILLIAM EDWARD HICKMAN
27829,CRAIG R ROGERS
27830,JOAN M MCGELLYRUDDY
27831,GARDNER GROGG GREENWALD VILLANUEVA PC
27832,DAVID M SULLIVAN
27833,SHLESINGER FITZSIMMON
27834,JAMES G OBOYLE ESQ
27835,SHINIYU GLOBAL IP
27836,JOEL T CHALTON
27837,MATTHEW A ROSENBERG
27838,KAREN A HARDING
27839,MICHELLE SAQUER TEMPLE
27840,MICHAEL R GRAIF
27841,COOPER ASSOC PC
27842,MARK L COOPER ESQ
27843,JUSTINE A GOZZI
27844,JOHN G CHUPA PC
27845,L LAWTON ROGERS III
27846,DAN JUSTIN
27847,WILLIAM E DEE ESQ
27848,KLIMA LAW OFFICE PLLC
27849,MARTIN FERRANO LLP
27850,P RICHARD WARBURTON
27851,JOSH GRISWOLD
27852,BRONWEN M LOEB
27853,RICHARD J STERNER
27854,JONATHAN A QUINE
27855,WOLF GREENFIELD SACKS LLP
27856,CLAUD J CAROLL
27857,LAW OFFICE OF GERALD MELISZEWSKI
27858,WHYTE HIRACHBOECK DUDEK SC
27859,OLIIF BERRIDGE PLC
27860,ANNELIESSE S MAYER
27861,TARAQ M ROSNELL
27862,MEI HONG
27863,MARTIN SAVITZKY
27864,MARK J PINO
27865,BONNIE L DEPPENBRACK
27866,JENNINGS STROUSS SALMON
27867,WENDEROTH LINDS PONACK LLP
27868,R THOMAS
27869,PETER F CORLES
27870,SUMMA ADDITON ASHE PA
27871,LERNER DAVID LITENBERG KRUMHOLZ MENTLIK LLP
27872,TECHNOLOGY INNOVATION LAW
27873,ARTHUR L PLEVY
27874,ROGER C PHILIPS
27875,DAVID C KELLOGG
27876,DAVID IRVIN ESQ
27877,KASHA LAW LLC
27878,ANDERSON LAW GROUP PLLC
27879,MARGARET M ANDERSON
27880,LAW OFFICE OF THOMAS E SCHATZEL PC
27881,COATS BENNET PLLC
27882,BUESSE WOLTER SANKS MORA MAIRE PA
27883,MICHAEL S GARRABRANTS
27884,FLETCHER YODER LAW
27885,FREDERICK J TELECKY
27886,GREEN TRAURIG LLP
27887,HAYNE BEFFEL WOLFELD LLP
27888,JAMES S FINNON
27889,SANDIP MICHAS
27890,THOMAS R REESE
27891,GERGORY J GORRIS
27892,VERNON C MAINE
27893,AKERMAN SENTEFITT
27894,ROYALANCE ABRAMS BERDO GOODMAN LLP
27895,ASHISH L PATEL
27896,STAAS HELSEY LLP
27897,ESPARTACO DIAZ HIDELGO
27898,H ARTOUAH OHANIAN
27899,TAMAKI K DAVDA
27900,LARHONDE JEFFERSONMILLS
27901,JANAKI DAVDA
27902,SHIMOKAJC ASSOCIATES PC
27903,N ARTOUSH OHANIAN
27904,JILL A POIMBOEUF
27905,DEREK MARTIN
27906,A M THOMPSON
27907,DOSREY WHITNEY LLP
27908,ANDRUS SCAELES STARKE SAWALL LLP
27909,PARSON GOLTRY
27910,FRANK BONSANG
27911,EUGENE B JOSWICK III
27912,WILLIAM SCOTT ANDERS
27913,EDWARD P DUTKIEWIECZ
27914,ROBERT C STRAWBRICH
27915,BOBBY W BRAXTON
27916,HERBERT SHAPIRO
27917,DAVID CAFE
27918,THE DICKINSON LAW OFFICES
27919,WOODWARD EMHARDY MORIARTY MCNETT HENRY LLP
27920,WOODHARD EMHARDT MORIARTY MCNETT HENRY LLP
27921,JACQEULINE M HUTTER
27922,GARY J CUNNIGHAM
27923,ROBERTS MLOTKOWSKI
27924,SAFRAN COLE PC
27925,RONALD B SEFMA
27926,BRENDA L SPEER LLC
27927,BRENDA L SPEER
27928,JEFFREY A PINE
27929,OKTAY ENTERPRISES INTERNATIONAL
27930,SEVGIN OKTAY
27931,PATRICIA SMINK ROGOWSKI
27932,ALBERTO A LEON
27933,BAUMAN DOW LEON
27934,SHOOK HARDY BACON L L P
27935,PETER M GIANCANA
27936,ALLEN KRASS
27937,PATENTBEST
27938,ABSOLUTE TECHNOLOGY LAW GROUP LLC
27939,CRAIG A NEUGEBOREN
27940,KRIEG DEVAULT
27941,VANOPHEM VAN OPHEM PC
27942,MICHAEL BECKETT
27943,KILPATRICK STOCKMAN LLP
27944,INTELLECTUAL PROPERTY CONNECTIONS INC
27945,HSINMING SAUNDERS
27946,AMY F MENDEL
27947,KEVIN G FIELDS
27948,PARK ASSOCIATES IP LAW LLC
27949,HUGH MCTARISH
27950,DANIEL MCDANIEL LLP
27951,S NEIL FELTHEM
27952,KRISTIN J MCNAMARA
27953,FINNEGAN HENDERSON FARABOW GARRRETT DUNNER LLP
27954,MOSIER IP LAW GROUP
27955,GUERRY L GRUNE PATENT MANAGER
27956,CLAUDE J CAROLL
27957,FRANCE COTE BERESKIN AND PARR
27958,KRISTIN M NEVINS
27959,ANTOINETTE F KONSKI ESQ
27960,ANDREW GOLIAN
27961,ELIZABETH M KRESNAK
27962,MARK T KNOBBE
27963,S NEIL FELTHAM
27964,JEFFREY A MCKINNEY
27965,KARIN KARET
27966,PARK ASSOCIATES IP LAW LLP
27967,RICHARD J SHERIDA
27968,EPATENT MANGERCOM
27969,WADE J BRADY
27970,JEAN TIBBETTS ESQ
27971,MEI BARNES
27972,KARIN L WILLAIMS ESQ
27973,PETTERSON SHERIDAN LLP
27974,WADE J BRADY II
27975,ROBINSON INTELLECTUAL PROPERY LAW OFFICE PC
27976,RAMDOD NADER
27977,PATTERSON ASSOCIATES
27978,BEVER LAW GROUP LLP
27979,JAMES WIEGAND
27980,LIANGAND YE
27981,BROOKS CAMERON HUEBACH PLLC
27982,FUJITSU PATENT CENTER
27983,MENDELSOHN ASSOC PC
27984,DANN DORFMAN HERRALL SKILLMAN PC
27985,PETER YD WILDE
27986,LAWRENCE AARONSON
27987,FOSH RICHARDSON PC
27988,CHRISTOPHER K MARLOW
27989,WILLIAM F PROUT
27990,SATHEESH KARRA
27991,SCHUBERT OSTERRIEDER NICKELSON PLLS
27992,PETER L KENDALLI
27993,J P KINCART
27994,TORREY PENNEBAKER
27995,MAURICE TEIXEIRA
27996,TRELIS IP LAW GROUP PC
27997,CALVIN FAN
27998,SCOTT CHAMBERS PATTON BOGGS LLP
27999,JOHN A CASTELLANO
28000,OLIVER STRIMPEL
28001,DAVID W WOOD
28002,JEAN M SULLIVAN ESQ
28003,MATTHEW W BACO
28004,GERALD H GLANZM
28005,RICHARD ANTHONY LAWRENCE
28006,BARRY GAIMAN ESQ
28007,PARK ASSOCIATES IP LAW LL
28008,FORREST COLLINS ESQ
28009,JOSEPH M MARAIA
28010,MATTHEW FENSELAU
28011,PATENT GROUP LAW DEPARTMENT
28012,RYAN KROMHOLZ MANSION SC
28013,WILLIAM PEOPLES
28014,CARLO A MARMO
28015,SUNG C YEOP
28016,GEORGE MORGAN
28017,LUIS FIGARELLA
28018,JERRY J HOLDAN
28019,WILLIAM D TITCOMB
28020,AARON M WILKERSON
28021,YOKOI CO USA INC
28022,MICHAEL SHERRARD
28023,RUSSELL CARTER GACH
28024,STAN N PROTICAL
28025,PORTLAND IP LAW LLC
28026,BRUCE A LEV
28027,M CATANIA
28028,HOFFMANN AND BARON LLP
28029,LAW OFFICE OF DAVID MCEWING PC
28030,TARA M ROSENELL
28031,COLEMAN SUDI SAPONE PC
28032,VENTANA MEDICAL SYSTEMS INC
28033,ADEN A REHMS
28034,DUKE YEE
28035,RUDOLF SIEGESMUND
28036,MARGARET A KIVINSKI PE ESQ
28037,LANCE VLETZKE
28038,MARYLOU J LAVOLE ESQ LLC
28039,ROBERT D LOTT
28040,SCOTT A CHAPPLE
28041,HESLIN ROTHENBERG FARLEY METSISTI PC
28042,MARY F MCCARTHY
28043,EDGAR W HARLAN
28044,MICHAEL SERTIE
28045,MICHAEL C OLSON
28046,DAIDRE L BURGESS
28047,THOMAS G DICKSON
28048,CARLO S GESSONE
28049,CHRISTIE PARKER HALE LLO
28050,DONAL R STUDEBAKER
28051,WOOD HERRON EVAN LLP
28052,MAXEY LAW OFFICES PLLC
28053,BRITTANY J MAXEY
28054,LAW OFC SCOTT C HARRIS
28055,MARL PROTSIK
28056,BORDEN LADNER GARVAIS LLP
28057,LUMENT PATENT FIRM
28058,SUMMA ADDITION ASHE PA
28059,MORGAN FINNEGAAN LLP
28060,HENNEMAN ASSOC PLC
28061,DOUGLAS H LEFEVE
28062,JOSCELYN C COCKBURN
28063,KAYE SCHOLER LLC
28064,INVENT CAPTURE LLC
28065,SAMUEL S CHO
28066,LAWRENCE E LAMBELET JR
28067,JERRY FONG
28068,PORTER WRIGHT MORRIS AND ARTHUR LLP
28069,ENERGIZER PERSONAL CARE LLC
28070,THOMAS N TWONEY
28071,IPUSA PLLC
28072,RICHARD MESCHER
28073,KAREN J SEPURA
28074,JEFF L WENDT
28075,TOWNSEND HANTA
28076,JAMES L KURLCA
28077,LUMEN PATEN FIRM
28078,INTERNATIONAL PAPER
28079,BRITTANY MAXEY
28080,LAWRENCE S COHEN ESQ
28081,LAMONTE ASSOCIATES
28082,JERRY L MAHURIN ESQ
28083,JEFFREY THURNAU ESQ
28084,PAUL N DUNLAP ESQ
28085,KATHLEEN M LYNCH
28086,CERMAK KENEALY VAIDYA NAKAJIMA LLP
28087,GUICE PATENTS PLLC
28088,ANDREA H EVANS
28089,MATHEWS SHEPHERD MCKAY BRUNEAU
28090,FREDERIC J ZIMMERMAN
28091,PAULE PETERSEN ERICKSON
28092,PATRICK L MILLER ESQ
28093,GUNN LEE CAVE PC
28094,DELIO PETERSON LLP
28095,NEIL FELTHAM
28096,TIFANI H COTTINGHAM
28097,GAIL TANZER
28098,CHARLES NJ RUGGIERO
28099,RASHIDA A KARMALI ESQ
28100,WILLIAMS MULLEN KELLY HOLLOWELL
28101,MICHELL R BRUSTEIN
28102,ROBERT H JORDAN
28103,ERIC I KRON
28104,JAMES K BLODGETT
28105,FRANK MALLAK
28106,MCINTYRELILLEY INTELLECTUAL PROPERTY MANAGEMENT SERVICES
28107,QUARLES BRADY LLC
28108,PAUL D CHANCELLOR ESQ
28109,CONLEV ROSE PC
28110,ALAN M TABOADA
28111,FIALA WEAVER
28112,LARSON NEWMAN
28113,ABEL POLANSKY LLP
28114,SHANE KENNEDY
28115,WARREN J FRANZ
28116,LAW OFFICES OF JOHN G CHUPA ASSOC
28117,JASON R WOMER
28118,KANTA SUZUE
28119,LYNN AUGSPORGER ESQ
28120,MCDERMOTT WILL EMERY LLO
28121,GIBB INTELLECTUAL PROPERTY LAW FIRM LLC
28122,SCHEWGMAN LUNDBERG WOESSNER PA
28123,MATTHEW B TALOIS
28124,MICHAEL DEHAEMER
28125,MAXVALUE IP LLC
28126,DOUG H LEFEVE
28127,STEVEN LIESKE BENNETT
28128,JERRY COHEN ESQ
28129,R BRIAN DROZD
28130,MONICA ROONEY ESQ
28131,CUSHMAN DARBY CUSHMAN IP GROUP OF PILLSBURY MADISON SUTRO LLP
28132,ALLEN D
28133,AYLOR B
28134,JORGENSON K
28135,SUGHRUE MION ZINN MACPEAK AND SEAS
28136,POJUNAS W
28137,POLLOCK VANDE SANDE PRIDDY
28138,BEVERIDGE DEGRANDI WEILACHER YOUNG LLP
28139,LEWIS GORDON
28140,LERNER L
28141,NACKER E
28142,HUNTER FREDERICK
28143,FLANAGAN FLANAGAN
28144,LOPEZ GABRIEL
28145,EIPERT F
28146,PRICE GESS UBELL
28147,PETERSON WICKS NEMER KAMRATH PA
28148,BARDEHLE PAGENBERG DOST ALTENBURG FROHWITTER GEISSLER PARTNERS
28149,BURGESS RYAN WAYNE
28150,HOCH J
28151,KOLISCH HARTWELL DICKINSON MCCORMACK HEUSER
28152,WILFORD ANDREW
28153,HANDAL MOROFSKY
28154,FISHER A
28155,LINMAN KELLY
28156,LAFF WHITESEL CONTE SARET LTD
28157,BARNES KISSELLE RAISCH CHOATE WHITTEMORE HULBERT PC
28158,CHONG M
28159,WOODCOCK WASHBURN KURTZ MACKIEWICZ NORRIS LLP
28160,OLSON DEAN
28161,MERCHANT GOULD SMITH EDELL WELTER SCHMIDT PA
28162,HAEFLIGER W
28163,BAXLEY E
28164,CONNOLLY HUTZ
28165,GREENBERG A
28166,MCAULAY FISHER NISSEN GOLDBERG KIEL LLP
28167,GUNDEL L
28168,HILL M
28169,KAHLER P
28170,TAROLLI SUNDHEIM COVELL TUMMINO SZABO
28171,ANDERSON H
28172,MAJESTIC PARSONS SIEBERT HSUE PC
28173,WAGGETT G
28174,MCCARTHY D
28175,SLUSKY D
28176,KIRN N
28177,DIMAURO M
28178,HAUGEN AND NIKOLAI PA
28179,WOODS R
28180,BOONE E
28181,MARGER JOHNSON MCCOLLOM STOLOWITZ PC
28182,FITTING THOMAS
28183,BRACKETT L
28184,REGAN F
28185,KOZAK W
28186,DONALDSON L
28187,STOLLE R
28188,FROMMER S
28189,SILVERMAN B
28190,GRISWOLD L
28191,MCGOWAN J
28192,SNYDER MARVIN
28193,DEHLINGER J
28194,ACKERMAN B
28195,JACOBSON PRICE HOLMAN STERN PLLC
28196,LEE K
28197,LAMBIRIS J
28198,BRUMBAUGH GRAVES DONOHUE RAYMOND
28199,BACHAND A
28200,COHEN D
28201,TILTON FALLON LUNGMUS CHESTNUT
28202,LOWE PRICE LEBLANC BECKER
28203,GRAY I
28204,DALESMAN COMPANY
28205,MALVONE N
28206,OH SEONGKUN
28207,REED L
28208,HOPGOOD CALIMAFDE KALIL JUDLOWE
28209,SIMON LUKE
28210,DAVIS L
28211,DENSONLOW K
28212,STADER W
28213,SEEMAR A
28214,WORKMAN NYDEGGER SEELEY
28215,BIERMAN MUSERLIAN AND LUCAS LLP
28216,PATTERSON KEOUGH PA
28217,RASSER C
28218,GRAETER S
28219,LIAUH WAYNE
28220,JONES ASKEW
28221,HARRINGTON L
28222,DENNISON MESEROLE POLLACK SCHEINER
28223,BLACKBURN P
28224,WEISS M
28225,BUCKMAN W
28226,LEE BK
28227,EHRLICH A
28228,YETTER J
28229,KING T
28230,MOFFORD F
28231,DICK AND HARRIS
28232,JUFFERNBRUCH W
28233,BELLAMY W
28234,HOLMES EMILY
28235,FURGANG MILDE LLP
28236,GAVLIK R
28237,CUMMINGS L
28238,RIEDER E
28239,FARRELL M
28240,HOBBY M
28241,HOVEY WILLIAMS TIMMONS COLLINS
28242,MICHAELSON L
28243,TWOMEY N
28244,MAY L
28245,GREENWALD J
28246,MICHAELSON WALLACE
28247,SMOLOWITZ MARTIN
28248,ROBERTO B
28249,BERKOWITZ H
28250,BORREGO A
28251,BARKER J
28252,MCDONNELL E
28253,KLARQUIST SPARKMAN CAMPBELL LEIGH WHINSTON
28254,MYERS LINIAK BERENATO
28255,TOLER G
28256,REITER E
28257,KALLMAN N
28258,DION R
28259,LERMAN E
28260,ZERBY W
28261,SIGALOS L
28262,DRACH E
28263,LUCAS JUST
28264,BERGEN K
28265,CARLSON V
28266,LARSON TAYLOR
28267,DARKES R
28268,BEAN F
28269,LENTZ T
28270,DENKER DAVID
28271,CHARLIER A
28272,SIGLER M
28273,ARNOLD WHITE DURKEE
28274,EVENSON MCKEOWN EDWARDS LENAHAN PLLC
28275,HICKMAN BEYER WEAVER
28276,LIMBACH LIMBACH LLP
28277,BARACKA A
28278,JORDAN H
28279,BARSCHALL E
28280,KASHIMBA T
28281,LALL C
28282,RICCI D
28283,BRUCKER MICHAEL
28284,ARNALL GOLDEN GREGORY
28285,HELFGOTT KARAS PC
28286,KANE DALSIMER SULLIVAN KURUCZ LEVY EISELE AND RICHARD LLP
28287,WELCH D
28288,SHAHANI K
28289,THORNTON R
28290,TRIPOLI S
28291,KRUEGER E
28292,MYERS BIGEL SIBLEY SAJOVEC LLP
28293,MILLER A
28294,LONGACRE WHITE
28295,CULBERTSON D
28296,KILLWORTH GOTTMAN HAGAN SCHAEFF LLP
28297,KLEINKE L
28298,STEELE W
28299,NORRIS J
28300,PITTMAN H
28301,JONES ASKEW LLP
28302,KONDRACKI J
28303,ARMSTRONG WESTERMAN HATTORI MCLELAND NAUGHTON
28304,CUSHMAN DARBY CUSHMAN INTELLECTUAL PROPERTY GROUP OF PILLSBURY MADISON
28305,GAUVIN H
28306,HALLING B
28307,BORROUSCH H
28308,COLE W
28309,MAIOLI H
28310,EARLEY A
28311,SCANLON R
28312,PARKHURSTWENDEL BURRLLP
28313,BACH J
28314,SAILE O
28315,CARLETON L
28316,FERGUSON J
28317,BOUCHARD H
28318,HODGES C
28319,BUSH L
28320,ECHLER S
28321,ANDERSON J
28322,KESTERSON C
28323,GRAHAM JAMES LLP
28324,THOMPSON HINE FLORY LLP
28325,FEMAL J
28326,CUOMO F
28327,DUBNO HERBERT
28328,CRICHTON R
28329,SHAW A
28330,PENNIE EDMONDS
28331,BIELEN PETERSON LAMPE
28332,LEVY K
28333,HODGSON RUSS ANDREWS WOODS GOODYEAR LLP
28334,COHEN L
28335,AUTON C
28336,COPPIELLIE L
28337,OGDEN L
28338,BEECH W
28339,DONINGER A
28340,HERRMANN P
28341,HERSKO S
28342,CHIN DAVIS
28343,FARLEY C
28344,MASSARONI M
28345,LACHMAN E
28346,MILLER M
28347,MOY JEFF
28348,HESLIN ROTHENBERG PC
28349,MOHANPETERSON SHEELA
28350,FRISHAUF HOLTZ GOODMAN LANGER CHICK PC
28351,CONE M
28352,CALCATERRA P
28353,SUGHRUEMIONZINNMACPEAK SEAS PLLC
28354,GUREY STEPHEN
28355,HAMMAR C
28356,MAY H
28357,EVANS BARRY
28358,PARKHURST WENDEL BURR LLP
28359,BARNES KISSELLE RAISCH CHOATE WHITTEMORE HULBERT
28360,HULTQUIST J
28361,FAY SHARPE BEALL FAGAN MINNICH MCKEE
28362,OWENS L
28363,MAYER H
28364,MOLLICK R
28365,MURRAY H
28366,POKOTYLO C
28367,LOO E
28368,SHURUPOFF J
28369,WOLF GREENFIELD SAKCS PC
28370,PHILLIPS LYTLE HITCHCOCK BLAINE HUBER LLP
28371,ZELLER J
28372,DUNLAP T
28373,LENART P
28374,BURKE J
28375,HOPGOOD CALIMAFDE KALIL JUDLOWE LLP
28376,VANDE G
28377,WHITHAM CURTIS WHITHAM MCGINN
28378,MCCARTHY K
28379,CONRAD A
28380,KUSNER MARK
28381,THE FIRM OF GORDON W HUESCHEN
28382,WINFIELD W
28383,BAMBER V
28384,NOVAL F
28385,GUNTIN EDUARDO
28386,MELES PABLO
28387,REED SMITH SHAW MCCLAY
28388,KODA AND ANDROLIA
28389,WILLIAMS P
28390,STANFORD R
28391,MEYER R
28392,NATH M
28393,LEPIANE C
28394,PIPPENGER M
28395,ZARLEYMCKEETHOMTEVOORHEES SEASE
28396,ALKOV A
28397,ROWLAND I
28398,KELLY D
28399,PETERSEN R
28400,MURRAY E
28401,PARADICE L
28402,SINDERBRAND ALVIN
28403,KOKJER KIRCHER BOWMAN JOHNSON
28404,SIXBEY FRIEDMAN LEEDOM FERGUSON
28405,PRICE L
28406,HESS C
28407,TUCKER LANNY
28408,OPPENHEIMER POMS SMITH
28409,LYON PC
28410,GIORDANO JOSEPH
28411,LEE Y
28412,FATTIBENE T
28413,RODMAN B
28414,SPENCER FRANK
28415,KURDYLA H
28416,PRETTY SCHROEDER POPLAWSKI
28417,THOMAS A
28418,FELFE LYNCH
28419,WOOD PHILLIPS VANSANTEN CLARK MORTIMER
28420,GREINER R
28421,WEINGARTEN SCHURGIN GAGNEBIN HAYES LLP
28422,ZIMMERMAN W
28423,MORRIS E
28424,WHALEN M
28425,ZALE P
28426,LOFFLER PETER
28427,HOLDEN J
28428,LANE AITKEN MCCANN
28429,HUGHES J
28430,ISAF VAUGHAN KERR
28431,LEHRER E
28432,KORFANTA M
28433,BLASDALE HC
28434,MAJESTIC PARSONS SIEBERT HSUE
28435,PILARSKI H
28436,KROLL I
28437,NICKERSON J
28438,MILLER W
28439,WEBB ZIESENHEIM BRUENING LOGSDON ORKIN HANSON PC
28440,MILLERS T
28441,MARSHALL OTOOLE GERSTEIN MURRAY BORUN
28442,ROGERS KILLEEN
28443,MALLECK W
28444,FUNKE L
28445,LEACH N
28446,KLARQUIST SPARKMAN CAMPBELL LEIGH WHINSTON LLP
28447,OAK EUGENE
28448,EDELBERG A
28449,KIVINSKI A
28450,MARASCO A
28451,SILVERMAN A
28452,ROSEN J
28453,GREEN P
28454,DALEY J
28455,BESSONE S
28456,HENES R
28457,WELLS C
28458,BRAUN T
28459,WILHELM D
28460,BIEBEL FRENCH
28461,CONLIN G
28462,FENDELMAN HARVEY
28463,GEGENHEIMER MICHAEL
28464,GIANNESCHI A
28465,BEULICK S
28466,HOWLEY A
28467,BRUESKE B
28468,GENCO M
28469,REITER F
28470,RUDY W
28471,MACDONALD S
28472,CHRISTIAN R
28473,SZOKE G
28474,MAGEE JAMES
28475,W C SCHUBERT W K DENSONLOW
28476,STEINBERG W
28477,BLACKMAN D
28478,KING K
28479,BOGATIE E
28480,JANSSON SHUPE LTD
28481,JACKSON D
28482,ZELSON T
28483,ONEIL A
28484,SHERMAN AND SHALLOWAY
28485,ODRE M
28486,LECHTER A
28487,FAIER MARTIN
28488,MCBRIDE K
28489,BATTISON D
28490,FAVRE LEE
28491,HENSLEY L
28492,FORNERO LEO
28493,DZIEGIELEWSKI GREG
28494,GIBSON H
28495,GROSSMAN E
28496,GORDON P
28497,PRIZZI J
28498,THYFAULT M
28499,MCKEE E
28500,DAVIS AND BUJOLD
28501,EAGLE M
28502,DORMAN S
28503,SOWELL B
28504,RICE O
28505,KOSIE S
28506,TAYLOR ASSOCIATES PC
28507,HILL C
28508,ALMAULA I
28509,SHOLTZ K
28510,KINZIG M
28511,HELFOTT AND KARAS
28512,BENSON C
28513,ROUNTREE N
28514,PRAVEL HEWITT KIMBALL KRIEGER
28515,URBAN L
28516,BEVER T
28517,WOODARD EMHARDT NAUGHTON MORIARTY MCNETT
28518,HARRIS BEACH WILCOX LLP
28519,DAWSON D
28520,TAROLLI SUNDHEIM COVEL TUMMINO SZABO
28521,ROTH J
28522,GALANTHAY E
28523,MUETING M
28524,SCOTT P
28525,EGGINK G
28526,SILVA M
28527,BROWN C
28528,SHOUP W
28529,JONES S
28530,NESS P
28531,RODDY A
28532,ACKERMAN G
28533,BRADLEY E
28534,WEIL GOTSHAL MANGES LLP
28535,SKJERVEN MORRILL MACPHERSON FRANKLIN FRIEL LLP
28536,EVERETT E
28537,SANCHELIMA J
28538,FRANZ L
28539,KINSELLA STEPHAN
28540,VORNDRANJONES MACHARRI
28541,FOX N
28542,MODIANO GUIDO
28543,JASKOLSKI A
28544,RICHARDSON C
28545,JORDON AND HAMBURG
28546,CURTIS MORRIS SAFFORD PC
28547,LITMAN C
28548,STEINBERG RASKIN DAVIDSON PC
28549,FRIEDMAN M
28550,BOSSE L
28551,DEHLINGER ASSOCIATES
28552,DRAYER R
28553,GLASTETTER E
28554,FRIEDMAN J
28555,PRESCOTT J
28556,MAYO C
28557,MALIA M
28558,WOODWARD EMHARDT NAUGHTON MORIARTY MCNETT
28559,PEARNE GORDON MCCOY GRANGER LLP
